,2,1. What is your gender?,2. How old were you at your last birthday?,47a. I have unrealistic time pressures,19a. My supervisor communicates effectively,"17d. I am fairly remunerated (e.g. salary, superannuation) for the work that I do","17e. I am satisfied with my non-monetary employment conditions (e.g. leave, flexible work arrangements, other benefits)"
4421,"Medium (251 to 1,000 employees)",Male,40 to 54 years,1.0,5.0,1.0,2.0
4422,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,1.0,3.0
4423,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,4.0,3.0,4.0
4424,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,3.0,4.0
4425,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,2.0,4.0,4.0
4426,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
4427,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,3.0,5.0,5.0
4428,"Medium (251 to 1,000 employees)",Male,Under 40 years,5.0,4.0,4.0,4.0
4429,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
4430,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,5.0,4.0,4.0
4431,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,3.0,4.0
4432,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
4433,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
4434,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,2.0,4.0
4435,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,2.0,4.0,4.0
4436,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,5.0,5.0,5.0
4437,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,5.0,4.0,5.0
4438,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,3.0,4.0,5.0
4439,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,4.0,5.0
4440,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
4441,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
4442,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,3.0,2.0,4.0
4443,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
4444,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,5.0,5.0
4445,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,5.0,2.0,5.0
4446,"Medium (251 to 1,000 employees)",Female,Under 40 years,5.0,5.0,5.0,5.0
4447,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,2.0,3.0
4448,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,5.0,5.0,5.0
4449,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,2.0,1.0,4.0
4450,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,2.0,4.0
4451,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,4.0,3.0
4452,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,3.0,1.0,4.0
4453,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,2.0,4.0,4.0
4454,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
4455,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,5.0,2.0,2.0
4456,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,5.0,5.0
4457,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,2.0
4458,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,5.0
4459,"Medium (251 to 1,000 employees)",Female,40 to 54 years,1.0,1.0,2.0,2.0
4460,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,4.0,4.0
4461,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,3.0,4.0,2.0
4462,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
4463,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,3.0,2.0
4464,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,5.0,5.0,5.0
4465,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,4.0,2.0,4.0
4466,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,5.0,4.0,5.0
4467,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,4.0,3.0,4.0
4468,"Medium (251 to 1,000 employees)",Male,Under 40 years,1.0,3.0,3.0,3.0
4469,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
4470,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,3.0,3.0,4.0
4471,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,4.0,4.0
4472,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
4473,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,3.0,2.0
4474,"Medium (251 to 1,000 employees)",Female,55 years or older,5.0,3.0,4.0,4.0
4475,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,3.0,4.0,4.0
4476,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
4477,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
4478,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,2.0,4.0
4479,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,3.0,4.0
4480,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,3.0,4.0,5.0
4481,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,2.0,3.0,3.0
4482,"Medium (251 to 1,000 employees)",Female,40 to 54 years,1.0,5.0,2.0,5.0
4483,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,2.0,5.0,4.0
4484,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,3.0,4.0,3.0
4485,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
4486,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,3.0,3.0,3.0
4487,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
4488,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,4.0,5.0,5.0
4489,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,3.0,3.0,4.0
4490,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,5.0,2.0,4.0
4491,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,1.0,4.0,4.0
4492,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,4.0,5.0
4493,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,1.0,4.0,2.0
4494,"Medium (251 to 1,000 employees)",Female,Under 40 years,1.0,5.0,4.0,4.0
4495,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,5.0,5.0
4496,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,5.0,4.0
4497,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,3.0,5.0,4.0
4498,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,2.0,2.0
4499,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,3.0,2.0
4500,"Medium (251 to 1,000 employees)",Female,Under 40 years,1.0,5.0,3.0,5.0
4501,"Medium (251 to 1,000 employees)",Female,Under 40 years,1.0,3.0,2.0,3.0
4502,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,5.0,4.0,5.0
4503,"Medium (251 to 1,000 employees)",Female,55 years or older,1.0,4.0,2.0,2.0
4504,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,3.0,4.0
4505,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
4506,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,4.0,4.0
4507,"Medium (251 to 1,000 employees)",Male,55 years or older,2.0,3.0,1.0,3.0
4508,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,5.0,5.0
4509,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
4510,"Medium (251 to 1,000 employees)",Male,Under 40 years,5.0,5.0,5.0,2.0
4511,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
4512,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
4513,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
4514,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,4.0,4.0,4.0
4515,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,2.0,4.0,5.0
4516,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4517,"Medium (251 to 1,000 employees)",Male,55 years or older,2.0,5.0,3.0,2.0
4518,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,1.0,3.0
4519,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,2.0,3.0,4.0
4520,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
4521,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,3.0,4.0,5.0
4522,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,2.0
4523,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,5.0,2.0,4.0
4524,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,3.0,3.0,4.0
4525,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,3.0,4.0
4526,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,3.0,4.0,5.0
4527,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4528,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
4529,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,3.0,4.0
4530,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,5.0,4.0,4.0
4531,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
4532,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,3.0
4533,"Medium (251 to 1,000 employees)",Female,40 to 54 years,1.0,1.0,3.0,1.0
4534,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,5.0,4.0
4535,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,3.0,4.0,5.0
4536,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,4.0,5.0,4.0
4537,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,4.0,1.0,2.0
4538,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,5.0,5.0
4539,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,2.0,4.0
4540,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
4541,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,5.0,5.0
4542,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,3.0,4.0
4543,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,1.0,4.0,4.0
4544,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,5.0,4.0
4545,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
4546,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
4547,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,4.0,3.0
4548,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
4549,"Medium (251 to 1,000 employees)",Male,40 to 54 years,1.0,4.0,2.0,2.0
4550,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,2.0,2.0
4551,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
4552,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
4553,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,3.0,3.0,3.0
4554,"Medium (251 to 1,000 employees)",Female,40 to 54 years,1.0,4.0,4.0,5.0
4555,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
4556,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,5.0
4557,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
4558,"Medium (251 to 1,000 employees)",Male,40 to 54 years,1.0,1.0,4.0,4.0
4559,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,5.0,5.0,5.0
4560,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,5.0,4.0,4.0
4561,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,5.0,4.0,4.0
4562,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,5.0,5.0,5.0
4563,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,2.0,4.0,4.0
4564,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,5.0,5.0
4565,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,5.0,5.0,5.0
4566,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,3.0,3.0,4.0
4567,"Medium (251 to 1,000 employees)",Female,40 to 54 years,5.0,4.0,4.0,5.0
4568,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,2.0,4.0
4569,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,1.0,4.0
4570,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,4.0,5.0
4571,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,4.0,2.0,4.0
4572,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4573,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,2.0
4574,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,5.0,4.0,4.0
4575,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,5.0,4.0,5.0
4576,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,2.0,4.0
4577,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
4578,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,2.0,4.0
4579,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,3.0,4.0
4580,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4581,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,3.0,4.0
4582,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,4.0,1.0
4583,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,3.0,5.0,4.0
4584,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,5.0,5.0
4585,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
4586,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,3.0,4.0
4587,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,2.0,3.0,4.0
4588,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,3.0,3.0,4.0
4589,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,3.0,3.0
4590,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
4591,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,5.0,4.0,4.0
4592,"Medium (251 to 1,000 employees)",Female,Under 40 years,5.0,5.0,3.0,4.0
4593,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,5.0
4594,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,2.0,4.0,4.0
4595,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
4596,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
4597,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,3.0,2.0,4.0
4598,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
4599,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,5.0,4.0,3.0
4600,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
4601,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,2.0,2.0
4602,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,4.0,5.0
4603,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,3.0,4.0,4.0
4604,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,4.0,3.0
4605,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,3.0,3.0,2.0
4606,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
4607,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,2.0,4.0
4608,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,5.0,5.0
4609,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,2.0,2.0
4610,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,3.0,2.0,3.0
4611,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,2.0,2.0,4.0
4612,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
4613,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
4614,"Medium (251 to 1,000 employees)",Male,55 years or older,2.0,4.0,4.0,4.0
4615,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,4.0,5.0
4616,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
4617,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,3.0,4.0
4618,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
4619,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
4620,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,5.0,3.0,5.0
4621,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,4.0,5.0
4622,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,5.0,5.0,5.0
4623,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,2.0,4.0
4624,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,3.0
4625,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,5.0,4.0
4626,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,5.0,5.0
4627,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,5.0,4.0,5.0
4628,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,5.0,3.0,4.0
4629,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,3.0,4.0,4.0
4630,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,5.0,2.0,4.0
4631,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,5.0,4.0,2.0
4632,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,2.0,2.0
4633,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,5.0,4.0,4.0
4634,"Medium (251 to 1,000 employees)",Male,Under 40 years,1.0,5.0,1.0,2.0
4635,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,5.0,4.0
4636,"Medium (251 to 1,000 employees)",Female,Under 40 years,5.0,5.0,5.0,5.0
4637,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,5.0,2.0,4.0
4638,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
4639,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,3.0,4.0,3.0
4640,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
4641,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
4642,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,2.0,4.0,4.0
4643,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,1.0,2.0,4.0
4644,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,1.0,1.0,1.0
4645,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,2.0,2.0,4.0
4646,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4647,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,3.0,4.0
4648,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4649,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,3.0
4650,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
4651,"Medium (251 to 1,000 employees)",Female,Under 40 years,1.0,5.0,4.0,3.0
4652,"Medium (251 to 1,000 employees)",Female,40 to 54 years,1.0,1.0,1.0,3.0
4653,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,4.0,4.0,2.0
4654,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,5.0,5.0
4655,"Medium (251 to 1,000 employees)",Male,Under 40 years,5.0,5.0,2.0,5.0
4656,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
4657,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,4.0,5.0
4658,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,5.0,3.0,4.0
4659,"Medium (251 to 1,000 employees)",Male,Under 40 years,5.0,4.0,4.0,5.0
4660,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,4.0,1.0,4.0
4661,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,2.0,4.0
4662,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,2.0,2.0,2.0
4663,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,3.0,4.0
4664,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,3.0,2.0
4665,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
4666,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
4667,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,5.0
4668,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,4.0,3.0
4669,"Medium (251 to 1,000 employees)",Male,Under 40 years,5.0,4.0,4.0,5.0
4670,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,5.0,5.0
4671,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,5.0,4.0,4.0
4672,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,4.0,5.0
4673,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,3.0,5.0
4674,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,4.0,4.0
4675,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,3.0,4.0
4676,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,4.0,4.0,4.0
4677,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,3.0
4678,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
4679,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
4680,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,4.0,5.0,4.0
4681,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,3.0,5.0
4682,"Medium (251 to 1,000 employees)",Male,40 to 54 years,1.0,4.0,2.0,5.0
4683,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,4.0,2.0,3.0
4684,"Medium (251 to 1,000 employees)",Female,40 to 54 years,1.0,4.0,4.0,4.0
4685,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,3.0,4.0
4686,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
4687,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,3.0
4688,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,2.0,4.0
4689,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
4690,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
4691,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,3.0,4.0,5.0
4692,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,3.0,4.0
4693,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,5.0,4.0,5.0
4694,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,4.0,5.0
4695,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,5.0,5.0
4696,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,5.0,4.0,4.0
4697,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,3.0,5.0
4698,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,4.0,2.0
4699,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,5.0,5.0
4700,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,2.0,4.0
4701,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,3.0,4.0
4702,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,4.0,4.0,4.0
4703,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,3.0,5.0,4.0
4704,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,4.0,3.0
4705,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,2.0,3.0,2.0
4706,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,5.0,4.0,5.0
4707,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
4708,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,5.0,4.0,5.0
4709,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,2.0,4.0,4.0
4710,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,3.0,3.0,2.0
4711,"Medium (251 to 1,000 employees)",Male,40 to 54 years,1.0,1.0,1.0,1.0
4712,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,4.0,4.0,4.0
4713,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,5.0,2.0,4.0
4714,"Medium (251 to 1,000 employees)",Male,40 to 54 years,1.0,4.0,2.0,5.0
4715,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,4.0,4.0
4716,"Medium (251 to 1,000 employees)",Male,40 to 54 years,1.0,5.0,5.0,5.0
4717,"Medium (251 to 1,000 employees)",Female,40 to 54 years,5.0,5.0,2.0,4.0
4718,"Medium (251 to 1,000 employees)",Female,Under 40 years,5.0,4.0,4.0,4.0
4719,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
