,2,1. What is your gender?,2. How old were you at your last birthday?,47a. I have unrealistic time pressures,19a. My supervisor communicates effectively,"17d. I am fairly remunerated (e.g. salary, superannuation) for the work that I do","17e. I am satisfied with my non-monetary employment conditions (e.g. leave, flexible work arrangements, other benefits)"
19102,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,4.0,4.0
19103,"Large (1,001 or more employees)",Male,55 years or older,2.0,5.0,4.0,5.0
19104,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,5.0,3.0,4.0
19105,Small (Less than 250 employees),Female,55 years or older,2.0,2.0,4.0,4.0
19106,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,2.0,4.0
19107,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,3.0,2.0
19108,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,4.0,1.0
19109,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
19110,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,3.0
19111,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,5.0,3.0
19112,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,3.0,4.0
19113,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,4.0,5.0
19114,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,4.0,4.0
19115,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,5.0,4.0
19116,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,4.0,4.0
19117,"Large (1,001 or more employees)",Male,55 years or older,4.0,3.0,4.0,4.0
19118,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,4.0,5.0
19119,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,4.0,4.0
19120,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,5.0
19121,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,4.0,4.0
19122,"Large (1,001 or more employees)",Male,55 years or older,5.0,5.0,4.0,3.0
19123,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,5.0,5.0
19124,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,3.0,4.0
19125,"Large (1,001 or more employees)",Male,55 years or older,3.0,2.0,2.0,4.0
19126,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,5.0
19127,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,2.0,4.0
19128,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,4.0,4.0
19129,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,1.0,2.0
19130,"Large (1,001 or more employees)",Male,55 years or older,3.0,2.0,4.0,5.0
19131,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,1.0,3.0
19132,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,4.0
19133,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19134,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,4.0,4.0
19135,"Large (1,001 or more employees)",Female,55 years or older,5.0,4.0,4.0,4.0
19136,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
19137,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,3.0,3.0
19138,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,4.0,4.0,4.0
19139,"Large (1,001 or more employees)",Female,55 years or older,5.0,5.0,5.0,5.0
19140,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,5.0,5.0
19141,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,2.0,5.0
19142,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,3.0,5.0
19143,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,4.0,4.0
19144,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19145,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19146,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,2.0,4.0
19147,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,4.0,5.0
19148,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,3.0,3.0
19149,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,5.0,5.0
19150,"Large (1,001 or more employees)",Male,55 years or older,3.0,2.0,3.0,4.0
19151,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,3.0,4.0
19152,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,2.0,2.0,4.0
19153,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19154,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
19155,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,3.0,3.0
19156,"Large (1,001 or more employees)",Female,55 years or older,3.0,2.0,1.0,4.0
19157,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,5.0
19158,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,2.0,4.0
19159,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19160,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,4.0,4.0
19161,"Large (1,001 or more employees)",Male,55 years or older,3.0,1.0,3.0,4.0
19162,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,2.0,4.0
19163,"Large (1,001 or more employees)",Male,55 years or older,3.0,2.0,4.0,4.0
19164,Small (Less than 250 employees),Male,55 years or older,4.0,3.0,3.0,4.0
19165,Small (Less than 250 employees),Male,55 years or older,3.0,5.0,3.0,4.0
19166,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,2.0,4.0
19167,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19168,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,5.0
19169,"Large (1,001 or more employees)",Male,55 years or older,4.0,3.0,4.0,4.0
19170,"Large (1,001 or more employees)",Female,55 years or older,2.0,5.0,3.0,4.0
19171,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19172,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,5.0
19173,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,2.0,4.0
19174,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,3.0,3.0
19175,"Large (1,001 or more employees)",Female,55 years or older,3.0,1.0,4.0,4.0
19176,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,5.0,5.0
19177,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,2.0,5.0
19178,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,4.0,5.0
19179,"Large (1,001 or more employees)",Female,55 years or older,5.0,4.0,4.0,4.0
19180,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,3.0
19181,"Large (1,001 or more employees)",Female,55 years or older,4.0,2.0,5.0,5.0
19182,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,3.0,3.0
19183,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,2.0,4.0
19184,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,3.0,3.0
19185,"Large (1,001 or more employees)",Female,55 years or older,3.0,2.0,3.0,3.0
19186,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19187,"Large (1,001 or more employees)",Female,55 years or older,2.0,2.0,4.0,4.0
19188,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,4.0
19189,"Large (1,001 or more employees)",Female,55 years or older,4.0,3.0,3.0,3.0
19190,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,3.0,5.0
19191,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19192,"Large (1,001 or more employees)",Female,55 years or older,5.0,4.0,3.0,1.0
19193,"Large (1,001 or more employees)",Female,55 years or older,1.0,5.0,3.0,5.0
19194,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,4.0
19195,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,2.0,3.0
19196,"Large (1,001 or more employees)",Male,55 years or older,4.0,3.0,2.0,4.0
19197,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19198,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,3.0,4.0
19199,"Large (1,001 or more employees)",Female,55 years or older,4.0,3.0,3.0,3.0
19200,"Large (1,001 or more employees)",Male,55 years or older,1.0,5.0,4.0,5.0
19201,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
19202,"Large (1,001 or more employees)",Female,55 years or older,1.0,5.0,4.0,4.0
19203,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,3.0,4.0
19204,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,4.0
19205,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,3.0,4.0
19206,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19207,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,5.0
19208,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,4.0,4.0
19209,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19210,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,2.0,4.0
19211,Small (Less than 250 employees),Female,55 years or older,4.0,5.0,5.0,5.0
19212,Small (Less than 250 employees),Female,55 years or older,4.0,5.0,5.0,5.0
19213,"Large (1,001 or more employees)",Female,55 years or older,3.0,1.0,3.0,2.0
19214,"Large (1,001 or more employees)",Male,55 years or older,3.0,2.0,2.0,2.0
19215,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,4.0,4.0
19216,"Large (1,001 or more employees)",Female,55 years or older,3.0,1.0,4.0,5.0
19217,"Large (1,001 or more employees)",Female,55 years or older,1.0,3.0,5.0,5.0
19218,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19219,"Large (1,001 or more employees)",Female,55 years or older,1.0,2.0,4.0,4.0
19220,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19221,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,3.0,4.0
19222,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,2.0,3.0
19223,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,4.0,4.0
19224,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,5.0
19225,"Large (1,001 or more employees)",Female,55 years or older,4.0,3.0,2.0,3.0
19226,"Large (1,001 or more employees)",Female,55 years or older,2.0,2.0,5.0,5.0
19227,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,1.0,4.0
19228,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,2.0,2.0
19229,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
19230,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19231,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,5.0
19232,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,4.0,4.0
19233,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,3.0,4.0
19234,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,3.0,3.0
19235,"Large (1,001 or more employees)",Female,55 years or older,2.0,5.0,4.0,4.0
19236,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,3.0,4.0
19237,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19238,"Large (1,001 or more employees)",Female,55 years or older,2.0,5.0,3.0,5.0
19239,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,2.0,4.0
19240,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,3.0,4.0,1.0
19241,"Large (1,001 or more employees)",Female,55 years or older,2.0,5.0,4.0,4.0
19242,"Large (1,001 or more employees)",Female,55 years or older,2.0,5.0,4.0,4.0
19243,"Large (1,001 or more employees)",Female,55 years or older,1.0,5.0,4.0,4.0
19244,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19245,"Large (1,001 or more employees)",Male,55 years or older,2.0,5.0,2.0,3.0
19246,"Large (1,001 or more employees)",Female,55 years or older,5.0,5.0,5.0,5.0
19247,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,4.0,4.0
19248,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,4.0,4.0
19249,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,1.0,1.0
19250,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,1.0,4.0
19251,"Large (1,001 or more employees)",Female,55 years or older,5.0,5.0,4.0,4.0
19252,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,4.0
19253,"Large (1,001 or more employees)",Female,55 years or older,2.0,5.0,4.0,4.0
19254,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,4.0,4.0
19255,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,5.0,5.0
19256,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19257,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,5.0,5.0
19258,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,3.0,4.0
19259,"Large (1,001 or more employees)",Male,55 years or older,2.0,3.0,3.0,4.0
19260,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,5.0,3.0,4.0
19261,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19262,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,4.0,5.0
19263,"Large (1,001 or more employees)",Male,55 years or older,2.0,5.0,3.0,4.0
19264,Small (Less than 250 employees),Female,55 years or older,4.0,5.0,4.0,4.0
19265,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19266,"Large (1,001 or more employees)",Female,55 years or older,5.0,5.0,5.0,5.0
19267,"Large (1,001 or more employees)",Male,55 years or older,3.0,2.0,3.0,3.0
19268,"Large (1,001 or more employees)",Male,55 years or older,2.0,3.0,4.0,4.0
19269,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,2.0,4.0
19270,"Large (1,001 or more employees)",Female,55 years or older,2.0,3.0,4.0,4.0
19271,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,4.0,5.0
19272,"Large (1,001 or more employees)",Female,55 years or older,2.0,5.0,4.0,5.0
19273,"Large (1,001 or more employees)",Female,55 years or older,4.0,3.0,4.0,2.0
19274,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,3.0,4.0
19275,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,3.0,4.0
19276,"Large (1,001 or more employees)",Female,55 years or older,5.0,5.0,4.0,4.0
19277,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,1.0,3.0
19278,"Large (1,001 or more employees)",Male,55 years or older,4.0,2.0,3.0,4.0
19279,"Large (1,001 or more employees)",Male,55 years or older,1.0,4.0,4.0,4.0
19280,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,3.0
19281,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,5.0,4.0
19282,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,5.0,5.0
19283,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19284,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19285,"Large (1,001 or more employees)",Female,55 years or older,2.0,5.0,4.0,4.0
19286,"Large (1,001 or more employees)",Female,55 years or older,4.0,3.0,3.0,4.0
19287,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,5.0,5.0
19288,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,1.0,3.0
19289,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,3.0,3.0
19290,"Large (1,001 or more employees)",Female,55 years or older,3.0,2.0,4.0,5.0
19291,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,4.0
19292,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,4.0,5.0
19293,"Medium (251 to 1,000 employees)",Female,55 years or older,5.0,3.0,4.0,4.0
19294,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,3.0,4.0,4.0
19295,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,5.0,5.0
19296,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19297,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,3.0,2.0
19298,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19299,"Large (1,001 or more employees)",Female,55 years or older,2.0,1.0,2.0,2.0
19300,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,3.0,3.0
19301,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,4.0,4.0
19302,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,3.0,3.0
19303,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,5.0,5.0
19304,"Large (1,001 or more employees)",Female,55 years or older,1.0,3.0,1.0,3.0
19305,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19306,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,5.0
19307,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,3.0,4.0
19308,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,5.0,5.0
19309,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19310,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,5.0,4.0,4.0
19311,"Medium (251 to 1,000 employees)",Male,55 years or older,2.0,5.0,3.0,4.0
19312,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,4.0
19313,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,4.0,4.0
19314,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,5.0,5.0
19315,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,5.0,3.0,5.0
19316,"Large (1,001 or more employees)",Female,55 years or older,4.0,2.0,4.0,4.0
19317,"Large (1,001 or more employees)",Male,55 years or older,3.0,2.0,4.0,4.0
19318,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,3.0,3.0
19319,"Large (1,001 or more employees)",Female,55 years or older,2.0,5.0,4.0,3.0
19320,"Large (1,001 or more employees)",Male,55 years or older,2.0,3.0,5.0,4.0
19321,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,4.0,4.0
19322,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,4.0
19323,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,2.0,4.0
19324,"Medium (251 to 1,000 employees)",Female,55 years or older,5.0,5.0,4.0,5.0
19325,"Large (1,001 or more employees)",Male,55 years or older,3.0,2.0,4.0,4.0
19326,"Large (1,001 or more employees)",Female,55 years or older,2.0,1.0,4.0,2.0
19327,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,3.0,4.0
19328,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19329,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,3.0,3.0
19330,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,4.0,4.0
19331,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,4.0,4.0
19332,Small (Less than 250 employees),Female,55 years or older,3.0,5.0,4.0,4.0
19333,Small (Less than 250 employees),Female,55 years or older,4.0,5.0,4.0,4.0
19334,"Large (1,001 or more employees)",Female,55 years or older,5.0,4.0,5.0,5.0
19335,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,4.0,4.0,4.0
19336,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,3.0,4.0
19337,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,3.0,4.0
19338,"Large (1,001 or more employees)",Female,55 years or older,5.0,4.0,4.0,4.0
19339,"Large (1,001 or more employees)",Male,55 years or older,5.0,2.0,3.0,3.0
19340,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,3.0,4.0
19341,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,2.0,4.0
19342,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19343,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,4.0
19344,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19345,"Medium (251 to 1,000 employees)",Female,55 years or older,1.0,1.0,5.0,4.0
19346,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,4.0,4.0
19347,"Large (1,001 or more employees)",Female,55 years or older,2.0,2.0,2.0,4.0
19348,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,5.0,5.0
19349,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,2.0,2.0
19350,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,4.0,5.0
19351,"Large (1,001 or more employees)",Male,55 years or older,2.0,1.0,4.0,4.0
19352,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,4.0,2.0
19353,"Large (1,001 or more employees)",Female,55 years or older,2.0,5.0,3.0,4.0
19354,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,3.0
19355,"Large (1,001 or more employees)",Female,55 years or older,1.0,5.0,3.0,4.0
19356,"Large (1,001 or more employees)",Male,55 years or older,3.0,2.0,5.0,3.0
19357,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,3.0,4.0
19358,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,1.0,4.0,4.0
19359,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19360,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,4.0,4.0
19361,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19362,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,3.0,4.0
19363,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,4.0
19364,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,4.0,5.0
19365,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,4.0
19366,"Large (1,001 or more employees)",Female,55 years or older,4.0,3.0,4.0,4.0
19367,"Large (1,001 or more employees)",Male,55 years or older,2.0,5.0,4.0,5.0
19368,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,2.0,2.0
19369,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19370,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,1.0,4.0
19371,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,2.0,4.0
19372,"Large (1,001 or more employees)",Male,55 years or older,2.0,5.0,2.0,4.0
19373,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,5.0
19374,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,5.0
19375,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,5.0,5.0
19376,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,4.0,5.0
19377,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,3.0,4.0
19378,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
19379,"Large (1,001 or more employees)",Female,55 years or older,5.0,4.0,5.0,5.0
19380,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19381,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,3.0,4.0
19382,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19383,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,1.0,3.0
19384,"Large (1,001 or more employees)",Male,55 years or older,1.0,1.0,3.0,1.0
19385,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,5.0,4.0
19386,"Large (1,001 or more employees)",Male,55 years or older,2.0,3.0,4.0,4.0
19387,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,5.0
19388,"Medium (251 to 1,000 employees)",Female,55 years or older,5.0,4.0,4.0,4.0
19389,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,3.0,4.0
19390,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19391,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,4.0,2.0
19392,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,3.0,4.0
19393,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,3.0,4.0
19394,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,5.0,5.0,5.0
19395,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,2.0,4.0
19396,"Large (1,001 or more employees)",Female,55 years or older,2.0,3.0,5.0,3.0
19397,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19398,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,3.0,3.0
19399,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,4.0,3.0,3.0
19400,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,4.0,4.0
19401,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
19402,Small (Less than 250 employees),Male,55 years or older,4.0,5.0,5.0,5.0
19403,"Large (1,001 or more employees)",Male,55 years or older,2.0,2.0,2.0,3.0
19404,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19405,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,4.0
19406,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19407,"Large (1,001 or more employees)",Male,55 years or older,2.0,3.0,4.0,4.0
19408,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,3.0,4.0
19409,"Large (1,001 or more employees)",Female,55 years or older,1.0,4.0,4.0,3.0
19410,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19411,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,2.0,4.0
19412,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,3.0,4.0
19413,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,5.0,5.0
19414,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,4.0
19415,"Medium (251 to 1,000 employees)",Female,55 years or older,1.0,1.0,3.0,3.0
19416,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,2.0,4.0
19417,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
19418,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19419,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,1.0,3.0
19420,"Large (1,001 or more employees)",Female,55 years or older,4.0,2.0,4.0,5.0
19421,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,2.0,2.0
19422,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,3.0,3.0
19423,"Large (1,001 or more employees)",Female,55 years or older,4.0,1.0,2.0,3.0
19424,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,4.0,4.0
19425,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,2.0,5.0
19426,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,5.0,5.0
19427,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,3.0,4.0
19428,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,3.0,4.0
19429,"Large (1,001 or more employees)",Female,55 years or older,2.0,5.0,4.0,5.0
